"TOA5","CR10XPB_XE1075","","","","","","TFE_WP_Station2"
"TIMESTAMP","RECORD","B289_AVG","B521_AVG","B245_AVG","B105_AVG","B138_AVG","B576_AVG","B133_AVG"
"TS","RN","","","","","","",""
"","","","","","","","",""
"2023-05-30 22:15:00",308,-7.493,10.95,2.924,3.09,3.112,3.205,3.357
"2023-05-30 22:30:00",309,-7.571,10.97,2.929,3.087,3.106,3.2,3.352
"2023-05-30 22:45:00",310,-7.562,11.01,2.927,3.084,3.106,3.203,3.352
"2023-05-30 23:00:00",311,-7.571,11.04,2.932,3.092,3.106,3.208,3.349
"2023-05-30 23:15:00",312,-7.698,11.06,2.94,3.098,3.114,3.205,3.349
"2023-05-30 23:30:00",313,-7.75,11.09,2.932,3.084,3.112,3.205,3.341
"2023-05-30 23:45:00",314,-7.695,11.07,2.921,3.076,3.114,3.208,3.341
"2023-05-31 00:00:00",315,-7.631,11.07,2.918,3.065,3.109,3.214,3.327
"2023-05-31 00:15:00",316,-7.667,11.06,2.938,3.087,3.114,3.2,3.355
"2023-05-31 00:30:00",317,-7.725,11.09,2.924,3.07,3.106,3.2,3.338
"2023-05-31 00:45:00",318,-7.717,11.08,2.918,3.084,3.112,3.2,3.338
"2023-05-31 01:00:00",319,-7.664,11.09,2.921,3.078,3.114,3.211,3.349
"2023-05-31 01:15:00",320,-7.753,11.06,2.921,3.078,3.112,3.208,3.346
"2023-05-31 01:30:00",321,-7.808,11.08,2.924,3.081,3.112,3.214,3.335
"2023-05-31 01:45:00",322,-7.811,11.08,2.918,3.073,3.109,3.214,3.338
"2023-05-31 02:00:00",323,-7.866,11.09,2.921,3.078,3.109,3.203,3.332
"2023-05-31 02:15:00",324,-7.894,11.09,2.929,3.073,3.114,3.208,3.352
"2023-05-31 02:30:00",325,-7.968,11.09,2.94,3.089,3.136,3.225,3.379
"2023-05-31 02:45:00",326,-8,11.12,2.932,3.084,3.117,3.214,3.366
"2023-05-31 03:00:00",327,-7.427,11.1,2.924,3.067,3.117,3.203,3.368
"2023-05-31 03:15:00",328,-7.537,11.05,2.907,3.073,3.114,3.203,3.346
"2023-05-31 03:30:00",329,-7.57,11.06,2.907,3.059,3.106,3.192,3.343
"2023-05-31 03:45:00",330,-7.562,11.19,2.916,3.067,3.106,3.2,3.363
"2023-05-31 04:00:00",331,-7.546,11.23,2.916,3.067,3.098,3.2,3.335
"2023-05-31 04:15:00",332,-7.54,11.27,2.91,3.065,3.098,3.2,3.352
"2023-05-31 04:30:00",333,-7.562,11.24,2.907,3.067,3.109,3.189,3.355
"2023-05-31 04:45:00",334,-7.565,11.3,2.899,3.054,3.109,3.197,3.349
"2023-05-31 05:00:00",335,-7.571,11.33,2.962,3.101,3.159,3.261,3.401
"2023-05-31 05:15:00",336,-7.573,11.34,2.979,3.106,3.159,3.247,3.399
"2023-05-31 05:30:00",337,-7.568,11.36,2.921,3.07,3.125,3.219,3.374
"2023-05-31 05:45:00",338,-7.576,11.39,2.913,3.067,3.109,3.203,3.366
"2023-05-31 06:00:00",339,-7.571,11.41,2.905,3.056,3.106,3.192,3.357
"2023-05-31 06:15:00",340,-7.568,11.38,2.896,3.054,3.106,3.192,3.355
"2023-05-31 06:30:00",341,-7.606,11.38,2.888,3.059,3.123,3.197,3.371
"2023-05-31 06:45:00",342,-7.601,11.43,2.88,3.037,3.103,3.192,3.368
"2023-05-31 07:00:00",343,-7.593,11.47,2.866,3.048,3.112,3.222,3.371
"2023-05-31 07:15:00",344,-7.562,11.47,2.888,3.073,3.142,3.25,3.385
"2023-05-31 07:30:00",345,-7.551,11.49,2.899,3.081,3.15,3.266,3.415
"2023-05-31 07:45:00",346,-7.543,11.5,2.935,3.114,3.167,3.286,3.424
"2023-05-31 08:00:00",347,-7.537,11.51,2.971,3.136,3.205,3.324,3.454
"2023-05-31 08:15:00",348,-7.537,11.4,2.985,3.15,3.225,3.341,3.471
"2023-05-31 08:30:00",349,-7.535,11.45,3.001,3.205,3.274,3.379,3.509
"2023-05-31 08:45:00",350,-7.51,11.49,3.131,3.239,3.31,3.407,3.553
"2023-05-31 09:00:00",351,-7.474,11.56,3.131,3.252,3.341,3.426,3.57
"2023-05-31 09:15:00",352,-7.471,11.61,3.112,3.269,3.357,3.446,3.584
"2023-05-31 09:30:00",353,-7.471,11.65,3.175,3.327,3.401,3.495,3.65
"2023-05-31 09:45:00",354,-7.463,11.71,3.244,3.371,3.459,3.548,3.686
"2023-05-31 10:00:00",355,-7.452,11.78,3.327,3.462,3.537,3.625,3.774
"2023-05-31 10:15:00",356,-7.455,11.79,3.39,3.523,3.592,3.691,3.81
"2023-05-31 10:30:00",357,-7.421,11.85,3.371,3.509,3.559,3.664,3.785
"2023-05-31 10:45:00",358,-7.413,11.9,3.432,3.556,3.62,3.708,3.849
"2023-05-31 11:00:00",359,-7.438,11.94,3.514,3.625,3.672,3.774,3.912
"2023-05-31 11:15:00",360,-7.415,12.02,3.647,3.743,3.793,3.862,4.017
"2023-05-31 11:30:00",361,-7.401,12,3.826,3.884,3.923,4,4.146
"2023-05-31 11:45:00",362,-7.371,12.09,4.025,4.052,4.086,4.141,4.273
"2023-05-31 12:00:00",363,-7.351,12.17,4.083,4.072,4.061,4.143,4.268
"2023-05-31 12:15:00",364,-7.367,12.21,3.815,3.884,3.875,3.955,4.102
"2023-05-31 12:30:00",365,-7.477,12.23,3.693,3.79,3.79,3.856,4.005
"2023-05-31 12:45:00",366,-7.557,12.29,3.704,3.781,3.776,3.856,4.011
"2023-05-31 13:00:00",367,-7.753,12.25,3.815,3.873,3.864,3.931,4.082
"2023-05-31 13:15:00",368,-7.916,12.24,3.812,3.873,3.845,3.908,4.058
"2023-05-31 13:30:00",369,-7.914,12.26,3.677,3.768,3.729,3.801,3.955
"2023-05-31 13:45:00",370,-7.919,12.34,3.641,3.729,3.704,3.782,3.931
"2023-05-31 14:00:00",371,-8.05,12.35,3.693,3.757,3.737,3.809,3.953
"2023-05-31 14:15:00",372,-8.22,12.37,3.776,3.812,3.77,3.839,3.986
"2023-05-31 14:30:00",373,-8.21,12.38,3.759,3.803,3.77,3.834,3.975
"2023-05-31 14:45:00",374,-8.28,12.39,3.701,3.768,3.71,3.779,3.917
"2023-05-31 15:00:00",375,-8.01,12.34,3.618,3.696,3.632,3.69,3.848
"2023-05-31 15:15:00",376,-7.612,12.33,3.591,3.674,3.599,3.657,3.803
"2023-05-31 15:30:00",377,-8.28,12.32,3.561,3.641,3.561,3.618,3.768
"2023-05-31 15:45:00",378,-8.33,12.26,3.558,3.627,3.552,3.61,3.768
"2023-05-31 16:00:00",379,-8.36,12.22,3.638,3.751,3.591,3.619,3.735
"2023-05-31 16:15:00",380,-8.4,12.24,2.029,2.705,2.824,2.989,3.174
"2023-05-31 16:30:00",381,-8.39,12.26,1.275,2.172,2.44,2.672,2.893
"2023-05-31 16:45:00",382,-8.45,12.21,1.024,1.965,2.294,2.55,2.804
"2023-05-31 17:00:00",383,-8.54,12.16,0.709,1.706,2.114,2.429,2.686
"2023-05-31 17:15:00",384,-8.69,12.1,0.718,1.623,2.045,2.363,2.633
"2023-05-31 17:30:00",385,-8.75,12.06,0.585,1.491,2.561,2.089,2.443
"2023-05-31 17:45:00",386,-8.65,12,0.207,1.292,1.789,2.117,2.388
"2023-05-31 18:00:00",387,-8.31,11.95,0.008,1.184,1.692,2.012,2.294
"2023-05-31 18:15:00",388,-7.914,11.81,-0.16,1.11,1.615,1.938,2.211
"2023-05-31 18:30:00",389,-8.07,11.78,-0.259,1.063,1.573,1.899,2.175
"2023-05-31 18:45:00",390,-8.18,11.63,-0.304,1.071,1.571,1.888,2.156
"2023-05-31 19:00:00",391,-8.48,11.45,-0.304,1.077,1.587,1.888,2.153
"2023-05-31 19:15:00",392,-8.71,11.35,-0.32,1.096,1.598,1.891,2.159
"2023-05-31 19:30:00",393,-8.92,11.3,-0.279,1.154,1.64,1.93,2.186
"2023-05-31 19:45:00",394,-9.02,11.28,-0.257,1.198,1.678,1.952,2.2
"2023-05-31 20:00:00",395,-9.04,11.23,-0.246,1.231,1.709,1.974,2.22
"2023-05-31 20:15:00",396,-9.05,11.21,-0.301,1.217,1.681,1.949,2.203
"2023-05-31 20:30:00",397,-9.04,11.12,-0.226,1.284,1.756,2.013,2.25
"2023-05-31 20:45:00",398,-9.03,11.08,-0.262,1.273,1.742,1.991,2.228
"2023-05-31 21:00:00",399,-9.03,11.08,-0.293,1.259,1.72,1.966,2.212
"2023-05-31 21:15:00",400,-9.01,10.95,-0.284,1.281,1.734,2.004,2.225
"2023-05-31 21:30:00",401,-9,10.9,-0.306,1.278,1.731,1.988,2.228
"2023-05-31 21:45:00",402,-9.01,10.83,-0.279,1.311,1.75,1.999,2.245
"2023-05-31 22:00:00",403,-9.02,10.77,-0.248,1.334,1.764,2.018,2.253
"2023-05-31 22:15:00",404,-9.01,10.73,-0.221,1.356,1.778,2.021,2.27
"2023-05-31 22:30:00",405,-9.01,10.74,-0.202,1.369,1.797,2.038,2.281
"2023-05-31 22:45:00",406,-9.01,10.73,-0.179,1.389,1.811,2.057,2.289
"2023-05-31 23:00:00",407,-9.01,10.79,-0.113,1.438,1.853,2.098,2.336
"2023-05-31 23:15:00",408,-9.02,10.7,-0.083,1.466,1.866,2.112,2.35
"2023-05-31 23:30:00",409,-9.02,10.71,-0.052,1.477,1.877,2.115,2.35
"2023-05-31 23:45:00",410,-9.01,10.65,-0.052,1.491,1.875,2.131,2.358
"2023-06-01 00:00:00",411,-9.02,10.64,-0.077,1.455,1.866,2.101,2.316
"2023-06-01 00:15:00",412,-9.01,10.59,-0.044,1.483,1.891,2.123,2.366
"2023-06-01 00:30:00",413,-8.99,10.64,-0.028,1.502,1.902,2.126,2.372
"2023-06-01 00:45:00",414,-9.01,10.48,0.025,1.538,1.933,2.165,2.391
"2023-06-01 01:00:00",415,-8.96,10.51,-0.006,1.521,1.919,2.14,2.347
"2023-06-01 01:15:00",416,-8.95,10.47,-0.003,1.527,1.916,2.142,2.383
"2023-06-01 01:30:00",417,-9,10.34,0.003,1.532,1.924,2.154,2.383
"2023-06-01 01:45:00",418,-9.01,10.44,0.05,1.549,1.944,2.176,2.416
"2023-06-01 02:00:00",419,-8.99,10.55,0.025,1.543,1.927,2.159,2.394
"2023-06-01 02:15:00",420,-8.98,10.54,-0.003,1.535,1.919,2.137,2.385
"2023-06-01 02:30:00",421,-8.99,10.52,0.182,1.681,2.049,2.269,2.501
"2023-06-01 02:45:00",422,-9,10.43,0.163,1.662,2.035,2.258,2.482
"2023-06-01 03:00:00",423,-8.97,10.53,0.088,1.601,1.974,2.195,2.438
"2023-06-01 03:15:00",424,-8.96,10.63,0.064,1.574,1.952,2.181,2.421
"2023-06-01 03:30:00",425,-8.97,10.63,0.064,1.568,1.955,2.178,2.421
"2023-06-01 03:45:00",426,-8.96,10.58,0.08,1.582,1.955,2.178,2.441
"2023-06-01 04:00:00",427,-9,10.54,0.061,1.568,1.944,2.176,2.421
"2023-06-01 04:15:00",428,-8.99,10.67,0.036,1.552,1.93,2.156,2.405
"2023-06-01 04:30:00",429,-8.98,10.61,0.472,1.888,2.245,2.441,2.673
"2023-06-01 04:45:00",430,-8.97,10.61,0.218,1.704,2.068,2.278,2.512
"2023-06-01 05:00:00",431,-8.98,10.66,0.155,1.646,2.004,2.236,2.466
"2023-06-01 05:15:00",432,-8.99,10.61,0.185,1.67,2.032,2.253,2.485
"2023-06-01 05:30:00",433,-8.97,10.63,0.163,1.657,2.027,2.253,2.468
"2023-06-01 05:45:00",434,-8.98,10.63,0.144,1.64,2.013,2.214,2.457
"2023-06-01 06:00:00",435,-8.96,10.6,0.155,1.659,2.015,2.234,2.479
"2023-06-01 06:15:00",436,-8.96,10.55,0.179,1.679,2.04,2.245,2.488
"2023-06-01 06:30:00",437,-8.93,10.53,0.182,1.67,2.024,2.236,2.466
"2023-06-01 06:45:00",438,-8.94,10.56,0.16,1.665,2.018,2.22,2.463
"2023-06-01 07:00:00",439,-8.92,10.56,0.146,1.648,1.993,2.2,2.432
"2023-06-01 07:15:00",440,-8.9,10.63,0.163,1.648,1.985,2.198,2.427
"2023-06-01 07:30:00",441,-8.93,10.6,0.174,1.668,1.993,2.195,2.443
"2023-06-01 07:45:00",442,-8.95,10.67,0.215,1.69,2.015,2.22,2.452
"2023-06-01 08:00:00",443,-8.91,10.74,0.237,1.715,2.032,2.234,2.468
"2023-06-01 08:15:00",444,-8.9,10.74,0.287,1.75,2.062,2.261,2.493
"2023-06-01 08:30:00",445,-8.9,10.85,0.306,1.759,2.082,2.267,2.504
"2023-06-01 08:45:00",446,-8.87,10.93,0.34,1.792,2.098,2.294,2.521
"2023-06-01 09:00:00",447,-8.87,11.03,0.356,1.797,2.109,2.294,2.526
"2023-06-01 09:15:00",448,-8.85,11.11,0.436,1.847,2.151,2.341,2.568
"2023-06-01 09:30:00",449,-8.85,11.08,0.478,1.877,2.366,2.424,2.615
"2023-06-01 09:45:00",450,-8.82,11.2,0.618,1.98,2.264,2.457,2.681
"2023-06-01 10:00:00",451,-8.79,11.32,0.676,2.029,2.311,2.485,2.714
"2023-06-01 10:15:00",452,-8.76,11.33,0.848,2.17,2.441,2.606,2.83
"2023-06-01 10:30:00",453,-8.73,11.33,0.93,2.239,2.512,2.673,2.893
"2023-06-01 10:45:00",454,-8.73,11.34,0.991,2.281,2.957,2.626,2.902
"2023-06-01 11:00:00",455,-8.65,11.41,1.041,2.297,2.57,2.731,2.946
"2023-06-01 11:15:00",456,-8.6,11.47,1.184,2.418,2.675,2.833,3.042
"2023-06-01 11:30:00",457,-8.52,11.54,1.51,2.658,2.89,3.039,3.244
"2023-06-01 11:45:00",458,-8.47,11.6,1.568,2.747,2.934,3.034,3.293
"2023-06-01 12:00:00",459,-8.44,11.67,1.165,2.496,2.749,2.882,3.111
"2023-06-01 12:15:00",460,-8.3,11.8,0.859,2.181,2.531,2.741,2.94
"2023-06-01 12:30:00",461,-8.31,11.97,0.671,2.098,2.479,2.46,2.813
"2023-06-01 12:45:00",462,-8.35,12.05,0.778,2.112,2.493,2.62,2.885
"2023-06-01 13:00:00",463,-8.35,12.06,1.455,2.622,2.854,3.02,3.227
"2023-06-01 13:15:00",464,-8.32,12.17,1.35,2.545,2.824,2.987,3.191
"2023-06-01 13:30:00",465,-8.32,12.15,0.955,2.274,2.595,2.766,2.989
"2023-06-01 13:45:00",466,-8.36,12.18,0.765,2.139,2.459,2.644,2.415
"2023-06-01 14:00:00",467,-8.3,12.18,0.685,2.078,2.399,2.63,2.849
"2023-06-01 14:15:00",468,-8.3,12.17,0.651,2.037,2.368,2.567,2.815
"2023-06-01 14:30:00",469,-8.3,12.1,0.618,2.012,2.363,2.586,2.807
"2023-06-01 14:45:00",470,-8.27,12.19,0.701,2.084,2.443,2.639,2.859
"2023-06-01 15:00:00",471,-8.27,12.22,0.662,1.579,2.454,2.628,2.826
"2023-06-01 15:15:00",472,-8.32,12.17,0.058,2.023,2.349,2.531,2.755
"2023-06-01 15:30:00",473,-8.37,12.04,0.657,2.067,2.418,2.606,2.821
"2023-06-01 15:45:00",474,-8.4,11.99,0.519,1.916,2.283,2.495,2.722
"2023-06-01 16:00:00",475,-8.39,11.97,0.605,1.976,2.333,2.537,2.763
"2023-06-01 16:15:00",476,-8.42,11.93,0.776,2.087,2.413,2.628,2.849
"2023-06-01 16:30:00",477,-8.42,11.93,0.77,2.114,2.432,2.647,2.862
"2023-06-01 16:45:00",478,-8.45,11.87,0.524,1.927,2.302,2.515,2.738
"2023-06-01 17:00:00",479,-8.47,11.83,0.265,1.747,2.142,2.374,2.603
"2023-06-01 17:15:00",480,-8.48,11.76,0.124,1.645,2.065,2.291,2.523
"2023-06-01 17:30:00",481,-8.48,11.6,0.039,1.565,1.985,2.219,2.459
"2023-06-01 17:45:00",482,-8.48,11.57,-0.069,1.477,1.896,2.142,2.385
"2023-06-01 18:00:00",483,-8.45,11.54,-0.088,1.477,1.894,2.128,2.377
"2023-06-01 18:15:00",484,-8.42,11.51,-0.11,1.435,1.85,2.081,2.322
"2023-06-01 18:30:00",485,-8.4,11.45,-0.179,1.377,1.8,2.029,2.286
"2023-06-01 18:45:00",486,-8.37,11.41,-0.199,1.364,1.772,2.015,2.266
"2023-06-01 19:00:00",487,-8.31,11.34,-0.199,1.372,1.781,2.015,2.277
"2023-06-01 19:15:00",488,-8.28,11.26,-0.224,1.339,1.745,1.993,2.247
"2023-06-01 19:30:00",489,-8.2,11.22,-0.248,1.311,1.709,1.968,2.217
"2023-06-01 19:45:00",490,-8.17,11.15,0.21,1.761,2.115,2.311,2.529
"2023-06-01 20:00:00",491,-8.1,11.12,-0.141,1.416,1.8,2.035,2.277
"2023-06-01 20:15:00",492,-8.05,11.06,-0.259,1.308,1.703,1.949,2.2
"2023-06-01 20:30:00",493,-8.05,11.03,-0.251,1.292,1.687,1.935,2.192
"2023-06-01 20:45:00",494,-8,10.99,-0.237,1.309,1.703,1.949,2.209
"2023-06-01 21:00:00",495,-7.965,10.94,-0.271,1.278,1.665,1.916,2.17
"2023-06-01 21:15:00",496,-7.954,10.91,-0.248,1.303,1.679,1.927,2.187
"2023-06-01 21:30:00",497,-7.91,10.57,-0.257,1.3,1.668,1.913,2.184
"2023-06-01 21:45:00",498,-7.929,10.51,-0.279,1.287,1.662,1.897,2.167
"2023-06-01 22:00:00",499,-7.929,10.49,-0.282,1.27,1.646,1.9,2.156
"2023-06-01 22:15:00",500,-7.896,10.46,-0.282,1.278,1.654,1.891,2.167
"2023-06-01 22:30:00",501,-7.855,10.42,-0.251,1.303,1.676,1.913,2.181
"2023-06-01 22:45:00",502,-7.844,10.34,-0.265,1.287,1.659,1.902,2.167
"2023-06-01 23:00:00",503,-7.833,10.3,-0.273,1.287,1.651,1.902,2.165
"2023-06-01 23:15:00",504,-7.811,10.27,-0.265,1.287,1.659,1.897,2.167
"2023-06-01 23:30:00",505,-7.802,10.24,-0.268,1.276,1.64,1.891,2.156
"2023-06-01 23:45:00",506,-7.805,10.23,-0.279,1.284,1.643,1.877,2.156
"2023-06-02 00:00:00",507,-7.825,10.19,-0.251,1.289,1.662,1.902,2.137
"2023-06-02 00:15:00",508,-7.8,10.17,-0.243,1.303,1.67,1.908,2.173
"2023-06-02 00:30:00",509,-7.805,10.15,-0.177,1.367,1.728,1.963,2.234
"2023-06-02 00:45:00",510,-7.808,10.15,-0.168,1.367,1.717,1.96,2.223
"2023-06-02 01:00:00",511,-7.783,10.13,-0.218,1.322,1.692,1.924,2.198
"2023-06-02 01:15:00",512,-7.747,10.09,-0.155,1.378,1.731,1.969,2.236
"2023-06-02 01:30:00",513,-7.767,10.08,-0.213,1.325,1.687,1.927,2.192
"2023-06-02 01:45:00",514,-7.775,10.07,-0.215,1.322,1.679,1.916,2.189
"2023-06-02 02:00:00",515,-7.764,10.06,-0.218,1.331,1.687,1.93,2.192
"2023-06-02 02:15:00",516,-7.769,9.99,-0.26,1.309,1.668,1.905,2.148
"2023-06-02 02:30:00",517,-7.72,10.03,-0.16,1.403,1.767,1.996,2.25
"2023-06-02 02:45:00",518,-7.706,10.02,-0.149,1.386,1.739,1.982,2.236
"2023-06-02 03:00:00",519,-7.706,9.99,-0.146,1.394,1.739,1.985,2.242
"2023-06-02 03:15:00",520,-7.739,9.98,-0.144,1.383,1.742,1.977,2.239
"2023-06-02 03:30:00",521,-7.72,9.98,-0.124,1.394,1.75,1.974,2.253
"2023-06-02 03:45:00",522,-7.714,9.99,-0.124,1.405,1.753,1.985,2.258
"2023-06-02 04:00:00",523,-7.742,9.95,-0.127,1.397,1.756,1.988,2.253
"2023-06-02 04:15:00",524,-7.739,9.94,-0.127,1.403,1.756,1.996,2.258
"2023-06-02 04:30:00",525,-7.736,9.95,-0.133,1.4,1.748,1.988,2.25
"2023-06-02 04:45:00",526,-7.717,9.95,-0.124,1.405,1.75,1.982,2.247
"2023-06-02 05:00:00",527,-7.678,9.96,-0.135,1.375,1.731,1.966,2.236
"2023-06-02 05:15:00",528,-7.67,9.95,-0.144,1.383,1.745,1.974,2.245
"2023-06-02 05:30:00",529,-7.695,9.95,-0.135,1.38,1.728,1.966,2.242
"2023-06-02 05:45:00",530,-7.711,9.92,-0.146,1.378,1.717,1.958,2.228
"2023-06-02 06:00:00",531,-7.736,9.88,-0.144,1.369,1.72,1.963,2.223
"2023-06-02 06:15:00",532,-7.731,9.9,-0.135,1.386,1.737,1.974,2.236
"2023-06-02 06:30:00",533,-7.733,10.65,-0.119,1.4,1.742,1.991,2.242
"2023-06-02 06:45:00",534,-7.758,10.76,-0.014,1.48,1.828,2.068,2.327
"2023-06-02 07:00:00",535,-7.791,10.81,-0.094,1.414,1.761,2.004,2.267
"2023-06-02 07:15:00",536,-7.791,10.8,-0.11,1.386,1.742,1.977,2.242
"2023-06-02 07:30:00",537,-7.769,10.79,-0.108,1.389,1.739,1.971,2.234
"2023-06-02 07:45:00",538,-7.811,10.81,-0.091,1.408,1.748,1.985,2.239
"2023-06-02 08:00:00",539,-7.833,10.8,-0.055,1.425,1.775,1.991,2.256
"2023-06-02 08:15:00",540,-7.819,10.86,-0.03,1.458,1.803,2.024,2.281
"2023-06-02 08:30:00",541,-7.797,10.9,0.03,1.499,1.828,2.046,2.319
"2023-06-02 08:45:00",542,-7.78,10.97,0.075,1.527,1.861,2.079,2.341
"2023-06-02 09:00:00",543,-7.747,11.05,0.133,1.568,1.888,2.107,2.38
"2023-06-02 09:15:00",544,-7.714,11.12,0.185,1.621,1.946,2.154,2.424
"2023-06-02 09:30:00",545,-7.689,11.15,0.279,1.687,2.007,2.212,2.479
"2023-06-02 09:45:00",546,-7.681,11.22,0.364,1.759,2.598,2.156,2.479
"2023-06-02 10:00:00",547,-7.692,11.29,0.442,1.808,2.118,2.325,2.57
"2023-06-02 10:15:00",548,-7.698,11.36,0.572,1.891,2.2,2.397,2.653
"2023-06-02 10:30:00",549,-7.756,11.42,0.718,2.018,2.311,2.512,2.75
"2023-06-02 10:45:00",550,-7.764,11.48,0.95,2.176,2.454,2.645,2.88
"2023-06-02 11:00:00",551,-7.771,11.58,1.104,2.294,2.512,2.747,2.993
"2023-06-02 11:15:00",552,-7.782,11.59,1.435,2.542,2.73,2.998,3.197
"2023-06-02 11:30:00",553,-7.815,11.68,1.794,2.736,3.003,3.188,3.451
"2023-06-02 11:45:00",554,-7.796,11.7,1.8,2.794,3.067,3.202,3.44
"2023-06-02 12:00:00",555,-7.815,11.82,1.151,2.404,2.689,2.885,3.15
"2023-06-02 12:15:00",556,-7.834,11.88,0.635,2.026,2.147,2.655,2.893
"2023-06-02 12:30:00",557,-7.85,11.94,0.392,1.816,2.178,2.429,2.708
"2023-06-02 12:45:00",558,-7.836,11.99,0.469,1.827,2.181,2.434,2.699
"2023-06-02 13:00:00",559,-7.825,12,1.179,2.321,2.608,2.81,3.061
"2023-06-02 13:15:00",560,-7.806,12.09,1.068,2.241,2.564,2.779,3.022
"2023-06-02 13:30:00",561,-7.788,12.14,0.709,1.993,2.349,2.581,2.837
"2023-06-02 13:45:00",562,-7.775,12.12,0.516,1.86,2.222,2.448,2.741
"2023-06-02 14:00:00",563,-7.755,12.21,0.654,1.937,2.291,2.55,2.752
"2023-06-02 14:15:00",564,-7.785,12.18,0.604,1.907,2.271,2.536,2.798
"2023-06-02 14:30:00",565,-7.791,12.13,0.615,1.885,2.244,2.506,2.762
"2023-06-02 14:45:00",566,-7.785,12.09,0.425,1.763,2.429,2.318,2.605
"2023-06-02 15:00:00",567,-7.788,12.08,0.348,1.706,1.628,2.407,2.633
"2023-06-02 15:15:00",568,-7.772,12.07,0.306,1.664,2.023,2.307,2.564
"2023-06-02 15:30:00",569,-7.765,12.1,0.317,1.667,2.043,2.302,2.57
"2023-06-02 15:45:00",570,-7.776,12.07,0.331,1.673,2.037,2.305,2.561
"2023-06-02 16:00:00",571,-7.8,12.03,0.403,1.728,2.073,2.338,2.6
"2023-06-02 16:15:00",572,-7.842,11.98,0.439,1.75,2.106,2.363,2.619
"2023-06-02 16:30:00",573,-7.859,11.94,0.389,1.684,2.067,2.327,2.589
"2023-06-02 16:45:00",574,-7.892,11.93,0.188,1.551,1.968,2.233,2.481
"2023-06-02 17:00:00",575,-7.9,11.88,0.019,1.43,1.855,2.139,2.407
"2023-06-02 17:15:00",576,-7.933,11.85,-0.047,1.358,1.791,2.076,2.338
"2023-06-02 17:30:00",577,-7.939,11.82,-0.066,1.339,1.761,2.04,2.299
"2023-06-02 17:45:00",578,-7.947,11.83,-0.097,1.289,1.706,1.99,2.264
"2023-06-02 18:00:00",579,-7.958,11.83,-0.13,1.259,1.687,1.968,2.222
"2023-06-02 18:15:00",580,-7.97,11.82,-0.066,1.325,1.706,1.985,2.242
"2023-06-02 18:30:00",581,-8,11.78,-0.11,1.292,1.687,1.949,2.214
"2023-06-02 18:45:00",582,-8.08,11.73,-0.108,1.289,1.684,1.943,2.2
"2023-06-02 19:00:00",583,-8.12,11.68,-0.152,1.267,1.662,1.919,2.181
"2023-06-02 19:15:00",584,-8.18,11.65,-0.204,1.204,1.629,1.891,2.153
"2023-06-02 19:30:00",585,-8.22,11.61,-0.182,1.217,1.626,1.88,2.139
"2023-06-02 19:45:00",586,-8.24,11.6,-0.226,1.193,1.596,1.855,2.117
"2023-06-02 20:00:00",587,-8.26,11.63,-0.168,1.237,1.609,1.866,2.134
"2023-06-02 20:15:00",588,-8.32,11.54,-0.152,1.237,1.618,1.872,2.128
"2023-06-02 20:30:00",589,-8.38,11.11,-0.235,1.179,1.576,1.833,2.09
"2023-06-02 20:45:00",590,-8.41,11.18,-0.29,1.148,1.54,1.803,2.057
"2023-06-02 21:00:00",591,-8.44,11.22,-0.373,1.082,1.482,1.756,2.015
"2023-06-02 21:15:00",592,-8.45,11.29,-0.5,0.986,1.389,1.667,1.927
"2023-06-02 21:30:00",593,-8.5,11.32,-0.519,0.964,1.375,1.643,1.911
"2023-06-02 21:45:00",594,-8.51,11.36,-0.464,0.991,1.392,1.662,1.919
"2023-06-02 22:00:00",595,-8.54,11.41,-0.514,0.958,1.364,1.637,1.891
"2023-06-02 22:15:00",596,-8.57,11.38,-0.53,0.941,1.358,1.61,1.88
"2023-06-02 22:30:00",597,-8.58,11.41,-0.442,0.994,1.394,1.659,1.919
"2023-06-02 22:45:00",598,-8.58,11.46,-0.395,1.022,1.416,1.67,1.919
"2023-06-02 23:00:00",599,-8.58,11.48,-0.422,1.016,1.408,1.659,1.924
"2023-06-02 23:15:00",600,-8.59,11.49,-0.486,0.972,1.367,1.61,1.883
"2023-06-02 23:30:00",601,-8.59,11.52,-0.442,0.983,1.383,1.637,1.908
"2023-06-02 23:45:00",602,-8.58,11.6,-0.411,1.011,1.403,1.651,1.933
"2023-06-03 00:00:00",603,-8.57,11.64,-0.392,1.013,1.405,1.668,1.897
"2023-06-03 00:15:00",604,-8.56,11.63,-0.398,1.013,1.4,1.668,1.93
"2023-06-03 00:30:00",605,-8.53,11.68,-0.37,1.027,1.414,1.687,1.941
"2023-06-03 00:45:00",606,-8.54,11.71,-0.348,1.052,1.433,1.698,1.946
"2023-06-03 01:00:00",607,-8.53,11.71,-0.342,1.046,1.433,1.701,1.949
"2023-06-03 01:15:00",608,-8.53,11.69,-0.331,1.06,1.436,1.704,1.969
"2023-06-03 01:30:00",609,-8.52,11.67,-0.353,1.041,1.436,1.701,1.966
"2023-06-03 01:45:00",610,-8.51,11.72,-0.235,1.126,1.513,1.761,2.027
"2023-06-03 02:00:00",611,-8.51,11.73,-0.293,1.077,1.455,1.703,1.974
"2023-06-03 02:15:00",612,-8.51,11.74,-0.262,1.096,1.472,1.737,1.988
"2023-06-03 02:30:00",613,-8.51,11.75,-0.243,1.107,1.499,1.742,2.002
